idtram,nombre,secretaria,dependencia,visitas_totales,year
9396,Documentos emitodos en el registro del estado familiar,Jaltocán,Ayuntamiento de Jaltocán,8,2023
8896,Constancia de Ingresos,Chapulhuacán,Ayuntamiento de Chapulhuacán,8,2023
9753,Ampliación de Red Eléctrica.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9115,Atención jurídica y Reportes de violencia o descuido.,Pachuca de Soto,Ayuntamiento de Pachuca de Soto - DIF,8,2023
9779,Permiso para Conexión de Drenaje Sanitario.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9791,Autorización de Fraccionamientos.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9801,Asistencia Alimentaria a Personas Vulnerables con Discapacidad,Tepeji del Río de Ocampo,Ayuntamiento de Tepeji del Río de Ocampo,8,2023
9464,Servicio de Drenaje,Tepeapulco,Ayuntamiento de Tepeapulco,8,2023
9472,Asesoría Jurídica,Tepeapulco,Ayuntamiento de Tepeapulco,8,2023
9159,Permiso de publicidad,Tepeji del Río de Ocampo,Ayuntamiento de Tepeji del Río de Ocampo,8,2023
9522,Constancias,Huichapan,Ayuntamiento de Huichapan,8,2023
9852,Becas de Excelencia,Jaltocán,Ayuntamiento de Jaltocán,8,2023
8963,PERMISO DE CONSTRUCCIÓN,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,8,2023
9206,CONSTANCIA LABORAL,La Misión,Ayuntamiento de La Misión,8,2023
9899,Seguro Agrícola Catastrófico,Zacualtipán,Ayuntamiento de Zacualtipán,8,2023
9235,MATRIMONIOS,La Misión,Ayuntamiento de La Misión,8,2023
9906,Gestión de Proyectos,Zacualtipán,Ayuntamiento de Zacualtipán,8,2023
9909,Constancia de Identidad,Zacualtipán,Ayuntamiento de Zacualtipán,8,2023
9643,Constancia de Dependencia Económica.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9647,Ayudas Técnicas.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9652,Carta de Buena Conducta.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9664,Reporte de Violencia o Maltrato.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9949,Certificado de Antecedente Académico,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,8,2023
9950,Titulación Nivel Licenciatura/Maestría y Especialidad,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,8,2023
9705,Convenios entre Particulares,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9725,Traslado de Dominio.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9732,Contrato de Agua Potable.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
9738,Asignación de la Clave Catastral.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,8,2023
4415,PROGRAMA VIVIENDA DIGNA / TRAMITE,Huasca de Ocampo,Ayuntamiento de Huasca de Ocampo,7,2023
8065,Atención A Menores De 5 Años,Nicolás Flores,Ayuntamiento de Nicolás Flores,7,2023
8074,Ayudas Técnicas,Nicolás Flores,Ayuntamiento de Nicolás Flores,7,2023
7863,Inscripción del Acta de Defunción,Tizayuca,Ayuntamiento de Tizayuca,7,2023
8169,Cursos y Talleres para Mujeres,Tolcayuca,Ayuntamiento de Tolcayuca,7,2023
8600,"Resello de permiso anual, vehículo cisterna (pipa) para transporte de agua potable y no potable",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,7,2023
2543,Constancia de Productor,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,7,2023
2550,PERMISO DE REINHUMACIÓN,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,7,2023
5285,Constancias de No Invasión de Áreas Verdes,Tolcayuca,Ayuntamiento de Tolcayuca,7,2023
8215,Expedición De Credencial De Préstamo a Domicilio,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,7,2023
8216,EXPEDICIÓN DE CREDENCIAL DE PRÉSTAMO A DOMICILIO,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,7,2023
7065,CONSTANCIA DE DEPENDENCIA ECONÓMICA,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,7,2023
2240,Taller Creativo y Ocupacional,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
3097,Constancia de Ingresos,Alfajayucan,Ayuntamiento de Alfajayucan,7,2023
4828,Registro de Divorcio,Huazalingo,Ayuntamiento de Huazalingo,7,2023
6396,Sucesión de derechos de la patente de una figura de herrar,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
6453,Constancia de Identidad,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
7942,Convocatoria renovación del consejo consultivo de la juventud,Secretaría de Bienestar e Inclusión Social,Instituto Hidalguense de la Juventud,7,2023
8048,Constancia de inexistencia de Pre-cartilla,Jaltocán,Ayuntamiento de Jaltocán,7,2023
7862,Constancia de inexistencia de matrimonio,Tizayuca,Ayuntamiento de Tizayuca,7,2023
7887,Entrega de Guías Paisano,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,7,2023
2250,"Pláticas, charlas, talleres en modalidad Extramuro (Instituciones educativas) a niños, niñas, adolescentes y padres de familia",Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
3110,Constancia de Productor de Ganado,Alfajayucan,Ayuntamiento de Alfajayucan,7,2023
4391,Renovación de licencias de funcionamiento para giros ordinarios y especiales,Huasca de Ocampo,Ayuntamiento de Huasca de Ocampo,7,2023
4899,Constancia de No Infraestructura,Huazalingo,Ayuntamiento de Huazalingo,7,2023
4900,Constancia de Ingresos Económicos,Huazalingo,Ayuntamiento de Huazalingo,7,2023
5442,Permiso Provisional,Epazoyucan,Ayuntamiento de Epazoyucan,7,2023
1026,Convenio Fuera de Juicio,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,7,2023
5616,Asesoramiento de Instancias Federales y Estatales,Epazoyucan,Ayuntamiento de Epazoyucan,7,2023
6397,Documento de Transmisión de Ganado en el Estado de Hidalgo,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
6620,Registro de Adulto,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
7299,Constancia de Número Oficial.,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
6971,Constancia Avalúo Fiscal,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
7767,Centro Integral de Adicciones,Mineral del Monte,Ayuntamiento de Mineral del Monte,7,2023
8045,Constancia de Dependencia Económica,Jaltocán,Ayuntamiento de Jaltocán,7,2023
8092,"Atención a Menores de 5 años en Riesgo, No escolarizados",Jaltocán,Ayuntamiento de Jaltocán,7,2023
7631,Consignación de pago de deuda.,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
2443,Taller danza folklórica infantíl,Huichapan,Ayuntamiento de Huichapan,7,2023
2925,Registro de Matrimonio,Cardonal,Ayuntamiento de Cardonal,7,2023
2296,Constancia de Alineamiento.,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
2332,Uso de Rastro,Huichapan,Ayuntamiento de Huichapan,7,2023
2899,"Expedir constancias de productor pecuario, agrícola o núcleo agrario.",Cardonal,Ayuntamiento de Cardonal,7,2023
3564,Jornadas Medicas Oftálmica (Cataratas Y Pterigoto),Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,7,2023
3585,Orientación Alimentaria,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,7,2023
4656,Registro de Matrimonio a Domicilio,Huazalingo,Ayuntamiento de Huazalingo,7,2023
5064,Copia fiel de libro.,Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
4797,REGISTRO DE NACIMIENTO,Xochicoatlán,Ayuntamiento de Xochicoatlán,7,2023
4897,Constancia de Conducta,Huazalingo,Ayuntamiento de Huazalingo,7,2023
5282,Reposición de boleta predial,Tolcayuca,Ayuntamiento de Tolcayuca,7,2023
5902,Beca de Capacitación para el Trabajo.,Xochiatipan,Ayuntamiento de Xochiatipan,7,2023
5579,Registros de Matrimonio,Epazoyucan,Ayuntamiento de Epazoyucan,7,2023
6063,Solicitud de Becas a escuelas Privadas.,Tizayuca,Ayuntamiento de Tizayuca,7,2023
6323,Envío de correos y paquetería,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
6940,Terapia Ocupacional,Huazalingo,Ayuntamiento de Huazalingo,7,2023
7848,Espacios de alimentación encuentro y desarrollo.,Xochiatipan,Ayuntamiento de Xochiatipan,7,2023
2235,Constancia de no servicio de agua.,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
2238,Constancia de Identidad.,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
2248,Guía de Trasmisión de Ganado.,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
2265,Servicio de la Biblioteca Púbica “Celedonio Flores Hernández”,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
2917,Construcción de Guarniciones y Banquetas,Cardonal,Ayuntamiento de Cardonal,7,2023
2906,Constancia de Ingresos,Cardonal,Ayuntamiento de Cardonal,7,2023
3428,Certificación de actas,Mineral del Chico,Ayuntamiento de Mineral del Chico,7,2023
3637,Consulta Médica General y Rehabilitación,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,7,2023
4782,Medición de predios,Xochicoatlán,Ayuntamiento de Xochicoatlán,7,2023
4787,Deslinde de Terrenos,Xochicoatlán,Ayuntamiento de Xochicoatlán,7,2023
5917,Transmisión de Ganado.,Xochiatipan,Ayuntamiento de Xochiatipan,7,2023
6027,Comparecencia,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,7,2023
6610,Registro de matrimonio,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
6611,Registro de defunción,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,7,2023
7916,Audiencias,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,7,2023
7981,"visitas domiciliarias por maltrato de menores, abusos o violación (por denuncia).",Xochiatipan,Ayuntamiento de Xochiatipan,7,2023
8041,Constancia de Identidad,Jaltocán,Ayuntamiento de Jaltocán,7,2023
8375,Registro de Menor,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,7,2023
2213,Constancia de datos Generales.,Xochiatipan,Ayuntamiento de Xochiatipan,7,2023
2914,Casa de Salud.,Cardonal,Ayuntamiento de Cardonal,7,2023
3073,Constancia de no afectación,Nicolás Flores,Ayuntamiento de Nicolás Flores,7,2023
4043,Pisos firmes,Chilcuautla,Ayuntamiento de Chilcuautla,7,2023
5078,Asesorías para código joven.,Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
5080,"Procedimiento, mediación y conciliación.",Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
5092,Permiso de poda.,Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
8197,Vinculación para la obtención de Financiamientos,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,7,2023
457,Asesoría para el uso eficiente de la energía eléctrica en sistemas de bombeo de agua potable y riego agrícola.,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,7,2023
1950,REGISTRO DE NACIMIENTO PARA ADULTOS,Apan,Ayuntamiento de Apan,7,2023
2210,Constancia de Recomendación.,Xochiatipan,Ayuntamiento de Xochiatipan,7,2023
2003,CONSTANCIA DE EXTEMPORANEIDAD DE REGISTRO,Apan,Ayuntamiento de Apan,7,2023
2007,PRÉSTAMO A DOMICILIO,Apan,Ayuntamiento de Apan,7,2023
2966,Recepción de Pensiones Alimenticias,Tasquillo,Ayuntamiento de Tasquillo,7,2023
2987,Obra Prioritaria,Tasquillo,Ayuntamiento de Tasquillo,7,2023
3424,Expedición de CURP,Mineral del Chico,Ayuntamiento de Mineral del Chico,7,2023
3076,Inscripción de Reconocimiento de Hijos,Nicolás Flores,Ayuntamiento de Nicolás Flores,7,2023
3502,Constancia de identidad,Chapulhuacán,Ayuntamiento de Chapulhuacán,7,2023
3540,Asesoría Jurídica,Chapulhuacán,Ayuntamiento de Chapulhuacán,7,2023
4127,Constancia de Registro Extemporáneo,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,7,2023
4204,Alineamiento de Predio,Mixquiahuala,Ayuntamiento de Mixquiahuala,7,2023
1310,Impuesto sobre Nóminas (por transferencia electrónica),Secretaría de Hacienda,Secretaría de Hacienda,7,2023
4564,Constancia de no Adeudo,Atitalaquia,Ayuntamiento de Atitalaquia,7,2023
4791,Permiso para construir (Licencia de construcción),Xochicoatlán,Ayuntamiento de Xochicoatlán,7,2023
5319,Pago por Licencia de Funcionamiento Renovación,Actopan,Ayuntamiento de Actopan,7,2023
5404,Desayuno Escolares Calientes,Actopan,Ayuntamiento de Actopan,7,2023
5427,Certificados médicos,Actopan,Ayuntamiento de Actopan,7,2023
5961,"Pago predial (rústico, urbano, ejidal)",Chapantongo,Ayuntamiento de Chapantongo,7,2023
6311,Alta de figura de herrar.,Molango,Ayuntamiento de Molango,7,2023
6317,Actualización de figura de herrar,Molango,Ayuntamiento de Molango,7,2023
6414,Subdivisión de predios,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,7,2023
1938,CONSTANCIA DE RESIDENCIA,Apan,Ayuntamiento de Apan,7,2023
7933,Visitas Domiciliarias,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,7,2023
8269,"Resguardo de eventos pago por evento (bailes, rodeos o jaripeos, carreras de caballos etc.)",Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,7,2023
7971,Espacio 1 para captura.,Xochiatipan,Ayuntamiento de Xochiatipan,7,2023
8292,Infracción de Tránsito,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,7,2023
1195,Permiso para utilizar recetarios especiales con Código de Barras para prescribir estupefacientes,Secretaría de Salud,Secretaría de Salud,7,2023
8061,Constancia de Inexistencia,Jaltocán,Ayuntamiento de Jaltocán,7,2023
8534,Acta Informativa de robo y/o destrucción total o parcial de medidor de agua y/o luz,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,7,2023
8425,Talleres Artísticos,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,7,2023
9079,Orientación Psicológica,Zacualtipán,Ayuntamiento de Zacualtipán,7,2023
8870,Solicitud de Información,Tlaxcoapan,Ayuntamiento de Tlaxcoapan,7,2023
9389,Constancias de diversos tipos,Huichapan,Ayuntamiento de Huichapan,7,2023
9394,CONSTANCIA DE BUENA CONDUCTA.,La Misión,Ayuntamiento de La Misión,7,2023
8880,Constancia de no adeudo,Tlaxcoapan,Ayuntamiento de Tlaxcoapan,7,2023
8889,Constancia de Doble Identidad,Chapulhuacán,Ayuntamiento de Chapulhuacán,7,2023
9103,Constancia de Registro de Fierro Marcador,Tepeji del Río de Ocampo,Ayuntamiento de Tepeji del Río de Ocampo,7,2023
9750,Constancia de No Infracción.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,7,2023
9763,"Constancia de Factibilidad de Servicios (Agua, Drenaje, y Recolección de Residuos Solidos).",Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,7,2023
9158,Permiso fiesta patronales,Tepeji del Río de Ocampo,Ayuntamiento de Tepeji del Río de Ocampo,7,2023
9477,Promoción y Difusión,Huichapan,Ayuntamiento de Huichapan,7,2023
9478,Terapia Psicológica,Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
9480,Capacitación y Sensibilización,Huichapan,Ayuntamiento de Huichapan,7,2023
9481,Trabajo social,Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
9862,"Re inhumación en fosa, capilla o cripta.",Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
9876,Rectificación de medidas y colindancias,Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
9226,Visto Bueno para quema de Pirotecnia,Huichapan,Ayuntamiento de Huichapan,7,2023
9874,Permiso para la construcción de gaveta.,Tepeapulco,Ayuntamiento de Tepeapulco,7,2023
9585,Cambio de Titular del Contrato,Huichapan,Ayuntamiento de Huichapan,7,2023
9593,Expedición de Constancias de Condición de Servicios,Huichapan,Ayuntamiento de Huichapan,7,2023
9610,Vinculación con Organismos Internacionales,Secretaría de Desarrollo Económico,Corporación Internacional Hidalgo,7,2023
9616,PREDIAL,Molango,Ayuntamiento de Molango,7,2023
9628,Credenciales de INAPAM,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,7,2023
9644,Jornadas Medicas de Subespecialidad.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,7,2023
9679,Transito y Vialidad.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,7,2023
9291,CREDENCIAL DE INAPAM,La Misión,Ayuntamiento de La Misión,7,2023
9699,Puestas a Disposición al Ministerio Público y Juez Conciliador.,Omitlán de Juárez,Ayuntamiento de Omitlán de Juárez,7,2023
9325,Exhumaciones,Huichapan,Ayuntamiento de Huichapan,7,2023
2200,Constancia de Dependencia Economica,Calnali,Ayuntamiento de Calnali,6,2023
2503,Inscripción de Adopción por Orden Judicial,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,6,2023
2360,Taller de Expresión Cultural,Huichapan,Ayuntamiento de Huichapan,6,2023
4340,Transmisión de Propiedad,Tolcayuca,Ayuntamiento de Tolcayuca,6,2023
7905,Inspección en comercios con mayor riesgo y afluencia masiva de personas,Tasquillo,Ayuntamiento de Tasquillo,6,2023
8211,PRESENTACIÓN DEL GRUPO DE DANZA Y GRUPO DE MÚSICA,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,6,2023
7762,Pago de Impuesto Predial con descuentos del 30 y 10%,Nicolás Flores,Ayuntamiento de Nicolás Flores,6,2023
8064,Corrección de Actas,Jaltocán,Ayuntamiento de Jaltocán,6,2023
8382,Avalúo Catastral,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,6,2023
7865,Inscripción de Acta de Divorcio,Tizayuca,Ayuntamiento de Tizayuca,6,2023
8421,Atencion prehospitalaria,Zimapán,Ayuntamiento de Zimapán,6,2023
8160,Estrategia Integral de Asistencia Alimentaria,Tolcayuca,Ayuntamiento de Tolcayuca,6,2023
8626,Infracción,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,6,2023
8690,Licencia de Uso de Suelo,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,6,2023
2541,Constancia de Origen,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,6,2023
2542,"Expedición de Guías de Movilización de Ganado, Productos y Subproductos pecuarios",Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,6,2023
7943,Convocatoria renovación del consejo consultivo de la juventud,Secretaría de Bienestar e Inclusión Social,Instituto Hidalguense de la Juventud,6,2023
2284,Canalización a otras instancias,Zacualtipán,Ayuntamiento de Zacualtipán,6,2023
3098,Constancia de Radicación y Datos Generales,Alfajayucan,Ayuntamiento de Alfajayucan,6,2023
4327,Constancia de No Infraestructura,Tolcayuca,Ayuntamiento de Tolcayuca,6,2023
5560,Verificación de Medidores,Tolcayuca,Ayuntamiento de Tolcayuca,6,2023
7901,Constancia de Baja de CAIC,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,6,2023
7959,Recorridos de apoyo y resguardo en Centros Recreativos,Tasquillo,Ayuntamiento de Tasquillo,6,2023
2393,Taller de Danza Folklórica Juvenil y Adultos,Huichapan,Ayuntamiento de Huichapan,6,2023
3379,Realización de avalúos,Mineral del Chico,Ayuntamiento de Mineral del Chico,6,2023
4107,Constancia de dependencia económica.,Chilcuautla,Ayuntamiento de Chilcuautla,6,2023
5370,Constancia de Dependencia económica,Huazalingo,Ayuntamiento de Huazalingo,6,2023
1391,"Impuesto sobre Loterías, Rifas, Sorteos y Concursos (con referencia para pago)",Secretaría de Hacienda,Secretaría de Hacienda,6,2023
6619,Constancia de inexistencia,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,6,2023
7936,Proyectos productivos para personas con discapacidad permanente,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,6,2023
