Idtram,Nombre,Modalidad,Secretaria,Dependencia,Domicilio,Visitas RUTS
7445,Credencial Escolar UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,181
7446,Examen Toefl UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,501
7447,Examen de Competencia Profesional UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,171
7448,Examen Extraordinario UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,352
7449,Recurso de Revocación Estatal,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,254
7463,Historial Académico UPP,En línea,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,527
7465,Centro Asistencial La Casita,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 107 Ampliación Felipe Ángeles 42094 Pachuca De Soto Pachuca De Soto,352
7467,Titulación Nivel Licenciatura/Ingeniería y Posgrado UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,1471
7468,Autorización Complementaria para la Prestación de Servicios Interestatales en Áreas Metropolitanas o Conurbadas con Otras Entidades Federativas (de paso),Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
7469,Transferencia por Sentencia de Adjudicación de la Concesión del Servicio de Transporte Público,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
7477,Recurso de Revocación Federal,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,68
7479,Curso Propedéutico UPP,En línea,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,1236
7488,Copias de documentos que obren en la Procuraduría Fiscal del Estado.,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,526
7490,Pago a plazos o en parcialidades de Créditos Fiscales radicados en la Procuraduría Fiscal del Estado de Hidalgo,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,679
7492,Pago de Créditos Fiscales derivado de multas estatales no fiscales,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,216
7500,Constancia Escolar UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 Tula De Allende Tula De Allende,267
7501,Certificado Parcial UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,287
7502,Reposición de credencial UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,1470
7508,Inscripción cursos de educación continua UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Rancho Luna Zempoala,
7520,Orientación en materia fiscal,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,353
7524,Curso semipresencial ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,198
7525,Excepción de pago de derechos,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,76
7526,Prescripción de créditos fiscales estatales,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,352
7527,Cursos de Verano (asignaturas) ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,277
7528,Exámenes Generales de Egreso de la Licenciatura (EGEL) ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,1575
7529,Prescripción de créditos fiscales federales,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,272
7532,Prescripción de multas administrativas federales no fiscales.,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,1503
7534,Servicios de Equinoterapia UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Ampliación S/N Santa Barbara 43830 Rancho Luna Zempoala,727
7536,Publicación de Artículo en Congreso ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,169
7538,Congresos - Simposios ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 El Saucillo Huichapan,135
7554,Protocolo de Titulación a Nivel Licenciatura (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,187
7561,Evaluación Segunda Oportunidad (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,765
7564,Asignación de traductores de Lengua Indígena Certificados,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,166
7566,Examen General de Egreso de la Licenciatura (ITSOEH)-IngenierÍas,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala Tula km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,298
7570,Servicios Tecnológicos tipo I (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala -Tula km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,195
7577,Proceso de Incubación (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,119
7578,Cuota por Servicio de Extensión y Educación continua (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,161
7580,Canje de Placas para Unidades Autorizadas por el Sistema de Transporte Convencional,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
7582,Asesoría Técnica ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero Domicilio Conocido s/n, El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",134
7583,Dictamen de Convalidación ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",156
7584,Dictamen de equivalencia ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero Domicilio Conocido s/n, El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",80
7585,"Curso de extensión, actualización o educación continua ITESHU.",Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",188
7586,Evaluación de segunda oportunidad ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",408
7587,Acreditación de la Lengua Extranjera ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",194
7588,Titulación ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",666
7591,Capacitación y Certificación a entrenadores Instituto Hidalguense del Deporte,Presencial,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,1593
7611,Certificado de Estudios (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,"Carretera 2000 Mixquiahuala-Tula, Km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez",348
7613,Dictamen de Convalidación (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,"Calle 2000 Mixquuahuala-Tula, Km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez",158
7619,Reposición de Credencial UTVAM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,65
7622,Inscripción (CEH),Presencial,Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Circuito 3 De La Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,247
7626,Registro de Admisión (CEH),Presencial,Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 De la Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,239
7628,"Componente Rehabilitación, Modernización y Tecnificación de Distritos de Riego.",Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera s/n Venta Prieta, Ex Centro Minero Edificio 1A, Pachuca de Soto, Hgo. 42080 Pachuca De Soto Pachuca De Soto",203
7629,Componente Equipamiento de Distritos de Riego.,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera sn Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",226
7632,"Componente Rehabilitación, Modernización, Tecnificación, Equipamiento de Unidades de Riego y Proyectos Productivos en Zonas de Atención Prioritaria.",Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera sn Venta Prieta, Ex Centro Minero Edificio 1A, Pachuca de Soto, Hgo. 42080 Pachuca De Soto Pachuca De Soto",434
7643,Titulación Nivel Posgrado (CEH),Presencial,Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 De la Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,201
7663,Certificación de copias de documentos históricos,Presencial,Oficialía Mayor,Oficialía Mayor,Calle 807 Centro 42000 Pachuca De Soto Pachuca De Soto,394
7679,Transporte Público Masivo de Pasajeros Tuzobús.,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Calle s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,3852
7694,"Reencuentro Familiar ""Raices Hidalgo""",Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42090 Pachuca De Soto Pachuca De Soto,3128
7697,"Oficina Itinerante ""Primero el Pueblo, Primero los Migrantes""",Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42080 Pachuca De Soto Pachuca De Soto,
7746,Acuerdo de autorización por cambio de domicilio,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,139
7805,Duplicado de certificado de estudios UTVM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,297
7889,Reposición por Robo o Extravìo del Tarjetón para Personas Conductoras del Tuzobús,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Calle s/n Blvd. Camino a Téllez Km. 1 73840 Zempoala Zempoala,
7938,Pago Anticipado del Servicio de Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42092 Pachuca De Soto Pachuca De Soto,500
7939,Registro o Cancelación de Cuenta en Servicios en Línea de CAASIM,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42092 Pachuca De Soto Pachuca De Soto,633
7940,Generación de Factura Electrónica Automática de Pagos de Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42092 Pachuca De Soto Pachuca De Soto,50
7941,Envío de Recibo de Agua por Correo Electrónico,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42092 Pachuca De Soto Pachuca De Soto,24
7944,Consulta de Recibo de Agua en Formato Digital,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42092 Pachuca De Soto Pachuca De Soto,45376
7945,Consulta de Saldo de Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42094 Pachuca De Soto Pachuca De Soto,
7961,Emisión de constancias de estudio UTVM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,728
7963,Pago de Servicio de Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,33192
7964,Generación Manual de Factura Electrónica por Pagos de Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,15479
7965,Consulta de Historial de Pagos de Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42092 Pachuca De Soto Pachuca De Soto,931
7969,Expedición de Credencial Escolar Bachillerato del Estado de Hidalgo,Presencial,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,687
7973,Equivalencia de Estudios de tipo Superior,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,
