Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto
1612.0,Cancelación de Derecho de Tanto,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,1,2,,9,0,100,VERDADERO
1620.0,Proyecto de Lotificación,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,1,3,,0,0,0,VERDADERO
1688.0,Cambio de Nombre en la Tarjeta de Circulación por Conclusión de la Transferencia de los Derechos de la Concesión de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,1440,1,2,Nivel 2,0,0,0,FALSO
1695.0,Asignación o Cambio de Cromática y Asignación de Clave Mnemotécnica,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30,1,3,Nivel 2,0,0,0,VERDADERO
1701.0,Transferencia por Designación de Persona Beneficiaria de la Concesión del Servicio Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,,1,11,,0,0,0,VERDADERO
1745.0,Copias certificadas de pagos de Control Vehicular,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,28800,1,1,,22323,0,100,VERDADERO
5048.0,Inscripción de actos cuando se presenten en documentos separados. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO
7292.0,Constancia de estudios UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880,0,2,Nivel 4.3,194,0,100,VERDADERO
7465.0,Centro Asistencial La Casita,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 107 Ampliación Felipe Ángeles 42094 Pachuca De Soto Pachuca De Soto,Social,,0,0,Nivel 1,466,0,100,FALSO
7492.0,Pago de Créditos Fiscales derivado de multas estatales no fiscales,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,15,1,1,,35,0,100,FALSO
7520.0,Orientación en materia fiscal,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,129600,1,1,,0,0,0,FALSO
7889.0,Reposición por Robo o Extravìo del Tarjetón para Personas Conductoras del Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Calle s/n Blvd. Camino a Téllez Km. 1 73840 Zempoala Zempoala,Social,1440,1,4,Nivel 1,12,0,100,VERDADERO
8031.0,Credencial Institucional (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Paseo del Agrarismo NO. 2000 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,7200,0,2,,0,0,0,VERDADERO
8264.0,Reposición de Credencial UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,,0,1,Nivel 2,50,20,71.42857143,VERDADERO
8857.0,Trámite para titulación UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Carretera S/N IGNACIO ZARAGOZA 42842 Tula De Allende Tula De Allende,Social,5760,0,5,,97,0,100,VERDADERO
8907.0,Constancia de terminación de estadía UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Zempoala Zempoala,Social,4320,3,11,Nivel 2,12,0,100,FALSO
9961.0,Designación de Persona Beneficiaria de la Concesión del Servicio de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,,1,2,,0,0,0,VERDADERO
10479.0,Inscripción a la UICEH,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera 1 el desadavi 43487 El Desdavi Tenango De Doria,Social,90,0,5,Nivel 1,208,251,45.31590414,VERDADERO
10550.0,Reinscripción a la UICEH,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera 0 El Desdavi 43487 El Desdavi Tenango De Doria,Social,75,1,2,Nivel 1,406,0,100,VERDADERO
10912.0,Expedición de Tarifario,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30,1,2,Nivel 2,0,0,0,VERDADERO
10976.0,Por informe de aviso de testamento,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,1,0,,0,0,0,VERDADERO
10980.0,Trámite de pista para aterrizaje,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Carretera kM. 84.5 Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Ambos,10,0,0,Nivel 1,641,0,100,VERDADERO
11024.0,Trámite de pernocta,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Carretera S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,10,1,4,Nivel 1,243965,4035,98.37298387,VERDADERO
11074.0,Casa de la mujer indígena,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,,1,2,,0,0,0,FALSO
11216.0,INSCRIPCIÓN O ANOTACIÓN QUE NO MODIFICA EL DERECHO INSCRITO. (REGISTRO PÚBLICO DE LA PROPIEDAD Y DEL COMERCIO),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,0,0,0,VERDADERO
990.0,"Expedición de Copias Certificadas en Libros (del año 2015 y Años Anteriores), e Impresión de Folios a partir del año 2015 (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Calle 907 Fraccionamiento 42094 Pachuca De Soto Pachuca De Soto,Ambos,7200,2,1,Nivel 3.5,47334,0,100,VERDADERO
1691.0,Visita al museo de documentos históricos,Oficialía Mayor,Oficialía Mayor,Calle 807 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,60,0,0,Nivel 1,390,0,100,FALSO
1044.0,Inscripción de fusión de predios. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,3,Nivel 3.5,47334,0,100,VERDADERO
1047.0,Inscripción de inmatriculación. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,7,Nivel 3.5,47334,0,100,VERDADERO
1068.0,Inscripción del régimen de propiedad en condominio. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,4,,0,0,0,VERDADERO
1167.0,Atención a Solicitudes de Componentes de la Sangre para la Atención de Pacientes,Secretaría de Salud,Secretaría de Salud,Calle 1 Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,90,1,3,Nivel 1,20753,0,100,VERDADERO
1547.0,Levantamiento Topográfico de poligonales (Catastral),Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Ambos,4320,1,4,Nivel 1,0,0,0,VERDADERO
