Idtram,Tramite,TraNombre,Similitud (%),Visitas Totales,Solicitudes,Secretaria,Dependencia,Modalidad,Domicilio,tiempo_estimado_por_persona,unidad_tiempo,cantidad_atenciones_2022,cantidad_atenciones_2023,cantidad_atenciones_2024,nivel_digitalizacion,TipoTramite,TraPersona,TraResolucionesFavorables,TraResolucionesNegativas,NumRequisitos,NumFormatos,TraCosto,RangoMontoInicial,RangoMontoFinal,PermiteAgendarCita,AgendarCitaEnLinea,DescargaFormatos,ExisteAppTramite,ResolucionInmediata,Sector,QuienSolicita,ListRequisitos
7174,Constancia de Inscripción de Preparatoria Abierta,Constancia de Inscripción de Preparatoria Abierta,100,287,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Presencial,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,2,dias,113,135,290,Nivel 1,Constancia,Social,135,0,4,,VERDADERO,,,0,0,,,,,Interesado,Ficha del depósito | Credencial de Preparatoria Abierta vigente | Formato de solicitud de servicios complementarios. | Referencia bancaria. 
7175,Historial Académico de Preparatoria Abierta,Historial Académico de Preparatoria Abierta,100,1170,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Presencial,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,10,min,481,497,1035,Nivel 1,Otro,Social,497,0,4,,VERDADERO,,,0,0,,,,,Interesado,Credencial de Preparatoria Abierta vigente | Formato de solicitud de servicios complementarios | Referencia Bancaria | Comprobante de depósito bancario
7180,Solicitud de exámenes ordinarios de Preparatoria Abierta,Solicitud de exámenes ordinarios de Preparatoria Abierta,100,704,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Presencial,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,15,min,25159,35498,49498,Nivel 1,Examen,Social,35498,0,3,,VERDADERO,0.86,0.86,0,0,,,,,Interesado,Credencial de Preparatoria Abierta vigente | Referencia Bancaria | Comprobante de depósito bancario
7181,Solicitud de exámenes extemporáneos de Preparatoria Abierta,Solicitud de exámenes extemporáneos de Preparatoria Abierta,100,245,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Presencial,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,15,min,528,647,650,Nivel 1,Examen,Social,212,0,3,,VERDADERO,,,0,0,,,,,Interesado,Credencial de Preparatoria Abierta vigente | Referencia Bancaria | Comprobante de depósito bancario
7261,Inscripción a Nivel Posgrado UPMH,Inscripción a Nivel Posgrado UPMH,100,193,0,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,2,dias,9,54,52,Nivel 3.7,Inscripción,Social,54,0,12,2,VERDADERO,,,,,0,1,0,,Interesado,"Acta de nacimiento | Fotografías del solicitante | Clave Única de Registro de Población (CURP) | Comprobante de Pago del trámite | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Domicilio | Cédula Profesional | Título profesional | Carta de recomendación | F-SE-IR-RP Conformidad con el Reglamento de Estudiantes nivel posgrado | Formato de Compromiso De Entrega De Documentos | Original del Certificado de Nivel Licenciatura"
7278,Servicios de Laboratorio UTTT,Servicios de Laboratorio UTTT,100,187,0,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Presencial,Calle 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,15,dias,74,52,50,Nivel 1,Otro,Ambos,52,12,4,,VERDADERO,0.73,11.94,0,0,,,,,Representante legal | Interesado,Comprobante de Pago del trámite | Requisitar el formato de Identificación de Servicios Tecnológicos | Llenar formato de identificación de servicios tecnológicos | Aceptación firmada de la propuesta realizada por la institución al usuario
7280,Servicios de Evaluación y certificación /Entidad de Certificación y Evaluación UTTT,Servicios de Evaluación y certificación /Entidad de Certificación y Evaluación UTTT,100,213,0,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Presencial,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,30,dias,5,16,88,Nivel 1,Otro,Ambos,3,0,3,,VERDADERO,3.55,38.68,1,1,,,,Corporativos,Interesado,"Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Fotografías del solicitante"
7281,Consultoría y Estudio Técnico UTTT,Consultoría y Estudio Técnico UTTT,100,297,0,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Presencial,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,20,dias,0,316,715,Nivel 1,Otro,Ambos,11,2,10,,VERDADERO,19.22,48.05,1,1,,,,Corporativos,Interesado,"Formato de identificación de servicios | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Acta constitutiva | Clave Única de Registro de Población (CURP) | Registro Federal de Contribuyentes (RFC) | Constancia de situación fiscal | Comprobante de Domicilio | Aceptación de la propuesta técnica y económica | Contrato | Plan de trabajo firmado"
7291,Reinscripción UTVAM,Reinscripción UTVAM,100,284,0,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Presencial,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,2,dias,1419,1299,1293,Nivel 4.3,Reinscripción,Social,943,0,3,,VERDADERO,,,0,0,,,,,Interesado | Tutor | Padres,"Generar tu Referencia Bancaria desde la plataforma de UTVAM-SISTEMA, por concepto de Reinscripción. | Comprobante de Pago del trámite | Acreditación de las todas las materia del cuatrimestre anterior con un promedio mínimo de 8.0 en cada una"
7293,Expedición de Historial Académico UTVAM,Expedición de Historial Académico UTVAM,100,183,0,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Presencial,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,2,dias,81,57,68,Nivel 4.3,Otro,Social,54,0,2,,VERDADERO,,,0,0,,,,,Interesado | Tutor | Padres,"Generar tu Referencia Bancaria desde la plataforma de UTVAM-SISTEMA, por concepto de Historial Académico. | Comprobante de Pago del trámite"
7328,Constancia de Estudios UPT,Constancia de Estudios UPT,100,290,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,10,min,727,912,799,Nivel 3.7,Constancia,Social,937,0,1,,VERDADERO,,,1,0,,,,,Interesado,Comprobante de Pago del trámite
7329,Historial Académico UPT,Historial Académico UPT,100,300,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,10,min,245,321,340,Nivel 3.7,Otro,Social,321,0,1,,VERDADERO,,,1,0,,,,,Interesado,Comprobante de Pago del trámite
7335,Entrega de apoyos a población vulnerable,Entrega de apoyo a la población vulnerable ,95.12195122,383,0,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Presencial,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,,dias,362,432,383,,,Social,345,0,,,FALSO,,,0,0,,,,,Interesado,
7365,"Expedición de información catastral, sin certificación.",Información Catastral sin Certificación,76.59574468,2031,0,Secretaría de Hacienda,Instituto Catastral,Presencial,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,3,dias,183,257,347,Nivel 1,Otro,,0,0,3,,VERDADERO,,,1,1,,0,0,,Otro,Escrito Libre (de solicitud o petición) | Comprobante de Domicilio | Croquis de Localización
7389,Equivalencia de Estudios UPP,Equivalencia de Estudios UPP,100,1151,0,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Presencial,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,50,min,0,3,11,Nivel 3.7,Inscripción,Social,13,0,6,1,VERDADERO,,,0,0,1,,,,Interesado,"Certificado parcial de estudios con promedio mínimo de 8.0,expedido por la institución de procedencia. | Copia digital de temarios, plan de estudios, currícula con créditos totales y horas semanales por asignatura de la institución de procedencia, únicamente de las materias cursadas y acreditadas. | Certificado de nivel medio superior con un promedio mínimo de 7.0 para ingenierías y licenciatura en terapia física, con un promedio mínimo de 8.0 para licenciatura en médico cirujano, expedido por la institución de procedencia. | Carta de buena conducta, en la que se incluya el motivo de la baja definitiva, expedida por la institución de procedencia. | Comprobante de Pago del trámite | Copia digital de opinión técnico-académica FAVORABLE emitida por el comité Estatal Interinstitucional para la Formación y Capacitación de Recursos Humanos e Investigación para la salud (CIFRHS), del Programa Educativo de la Institución de procedencia. Solo Aspirantes a la Licenciatura en Médico Cirujano."
7394,Certificado Parcial de Estudios y/o Carta de Pasante UPP,Certificado Parcial de Estudios y/o Carta de Pasante UPP,100,564,0,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,En línea,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,70,min,4,8,10,Nivel 3.8,Certificación,Social,8,0,2,,VERDADERO,,,0,0,,,,,Interesado,"2 fotografías de frente tamaño infantil, blanco y negro con fondo blanco tomadas en estudio fotográfico, impresas en papel mate con retoque. Se sugiere vestimenta formal. | Comprobante de Pago del trámite"
7397,Reposición de credencial escolar UPE,Reposición de credencial escolar UPE,100,110,0,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Presencial,Carretera S/N Ejido de Zaragoza 42820 San Miguel Vindho Tula De Allende,3,dias,13,0,0,Nivel 1,Credencial,Social,33,0,2,,VERDADERO,,,1,0,,,,,Interesado,Comprobante de Pago del trámite | Fotografías del solicitante
7429,Constancia de no Adeudo UPP,Constancia de no Adeudo UPP,100,248,0,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Presencial,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,3,dias,1,0,3,Nivel 2,Constancia,Social,50,0,2,2,VERDADERO,,,0,0,1,,,,Interesado, Realiza pago correspondiente. | Solicitar constancia de no adeudo.
7432,Certificado de Estudios ITESHU.,Certificado de Estudios ITESHU,98.36065574,375,0,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Presencial,Calle sin numero El Saucillo 42411 El Saucillo Huichapan,4,dias,345,230,359,Nivel 1,Otro,Social,230,0,2,,VERDADERO,,,,,,1,1,,Interesado,Comprobante de Pago del trámite | Fotografías tamaño ovalo.
7433,Constancia Escolar ITESHU.,Constancia Escolar ITESHU,98.03921569,923,0,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Presencial,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",24,hrs,966,235,525,Nivel 1,Constancia,Social,235,0,1,,VERDADERO,,,,,,1,1,,Interesado,Comprobante de Pago del trámite
7434,Examen de Egreso de Licenciatura UPT,Examen de Egreso de Licenciatura UPT,100,169,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,20,min,613,452,517,Nivel 4.1,Examen,Social,452,0,2,,VERDADERO,,,,,,1,1,,Interesado,"Comprobante de Pago del trámite | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
7437,Constancia Escolar UPP,Constancia Escolar UPP,100,666,0,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Presencial,Carretera S/N Santa Bárbara 43830 Rancho Luna Zempoala,1,dias,1,1,12,Nivel 3.7,Constancia,Social,200,0,4,,VERDADERO,,,0,0,,,,,Interesado,"Comprobante de Pago del trámite | Entrega comprobante de pago en el Departamento de Servicios Escolares indicando el tipo de constancia que requiere | Recoge constancia Escolar en el Departamento de Servicios Escolares | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
7442,Equivalencia de Estudios UPT,Equivalencia de Estudios UPT,100,175,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,15,min,15,13,8,Nivel 3.7,Otro,Social,13,0,5,,VERDADERO,,,,,,1,1,,Interesado,Clave Única de Registro de Población (CURP) | Certificado Parcial de Estudios | Certificado de Bachillerato | Acta de nacimiento | Comprobante de Pago del trámite
7444,Certificación UPT,Certificación UPT,100,217,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,45,min,73,20,57,Nivel 3.7,Certificación,Social,79,0,2,,VERDADERO,,,1,0,,,,,Interesado,Comprobante de pago | Fotografías del solicitante
7445,Credencial Escolar UPT,Credencial Escolar UPT,100,181,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,15,min,1,97,512,Nivel 3.7,Credencial,Social,118,0,1,,VERDADERO,,,1,0,,,,,Interesado,Comprobante de Pago del trámite
7446,Examen Toefl UPT,Examen Toefl UPT,100,501,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,20,min,834,726,979,Nivel 4.1,Examen,Social,728,0,2,,VERDADERO,,,,,,1,1,,Interesado,"Comprobante de Pago del trámite | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
7447,Examen de Competencia Profesional UPT,Examen de Competencia Profesional UPT,100,171,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,20,min,1013,1036,979,Nivel 4.1,Examen,Social,1036,0,1,,VERDADERO,,,,,,1,0,,Interesado,Comprobante de Pago del trámite
7448,Examen Extraordinario UPT,Examen Extraordinario UPT,100,352,0,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Presencial,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,20,min,2518,2446,1779,Nivel 4.1,Examen,Social,2446,0,1,,VERDADERO,,,,,,1,1,,Interesado,Comprobante de Pago del trámite
7449,Recurso de Revocación Estatal,Recurso de Revocación Estatal,100,254,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,3,meses,12,16,20,Nivel 4.2,Revocación,Ambos,16,0,4,,FALSO,,,1,0,,,,,Representante legal | Interesado,"Acta constitutiva | Acto impugnado | Constancia de Notificación del acto impugnado | Pruebas documentales y en su caso, Dictamen Pericial"
7463,Historial Académico UPP,Historial Académico UPP,100,527,0,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,En línea,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,70,min,1,4,1,Nivel 3.7,Otro,Social,30,0,1,,VERDADERO,,,0,0,,,,,Interesado,Comprobante de Pago del trámite
7467,Titulación Nivel Licenciatura/Ingeniería y Posgrado UPP,Titulación nivel Licenciatura/Ingeniería y Posgrado UPP,89.09090909,1471,0,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Presencial,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,40,min,0,6,6,Nivel 3.9,Otro,Social,200,0,10,4,VERDADERO,4.00,26.05,0,0,0,,,,Interesado,"Certificado de bachillerato legalizado | Constancia de liberación de servicio social | Constancia de liberación de servicio social emitida por la Dirección de Vinculación . | Carta de acreditación de estadía emitida por la Dirección del Programa Educativo. | Constancia de no adeudo a la Universidad Politécnica de Pachuca. | Carta de liberación para titulación expedida por el Departamento de Servicios Bibliotecarios. | 12 fotografías de frente tamaño infantil (blanco y negro, fondo blanco, papel mate con retoque, no instantáneas). | 12 fotografías de frente tamaño infantil (blanco y negro, fondo blanco, papel mate con retoque, no instantáneas). | Solicitud de registro de título profesional de Técnico Superior Universitario o licenciatura. | Comprobante de Pago del trámite"
7477,Recurso de Revocación Federal,Recurso de Revocación Federal,100,68,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,3,meses,77,73,49,,Revocación,Ambos,66,0,4,,FALSO,,,1,0,,,,,Representante legal | Interesado,"Acta constitutiva | Acto Impugnado | Constancia de Notificación del acto impugnado | Pruebas documentales y en su caso, Dictamen Pericial"
7479,Curso Propedéutico UPP,Curso Propedéutico UPP,100,1236,0,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,En línea,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,20,min,4,5,18,Nivel 1,Inscripción,Social,450,0,2,,VERDADERO,,,0,0,,,,,Interesado,Número de registro | Comprobante de Pago del trámite
7488,Copias de documentos que obren en la Procuraduría Fiscal del Estado.,Copias de documentos que obren en la Procuraduría Fiscal del Estado,99.25925926,526,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,3,dias,1,1,5,,Expedición,,0,0,3,,VERDADERO,,,1,0,,,,,Representante legal | Interesado,"Escrito libre de solicitud | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Escritura pública o carta poder"
